AAPL,243.5821990966797,243.0927276611328,244.73092651367188,241.94400024414062,242.43344116210938,236.58987426757812,234.14256286621094,233.02378845214844,237.60874938964844,228.00930786132812,229.7274169921875,222.39547729492188,223.58416748046875,223.41436767578125,222.5353240966797,229.6075439453125,237.99832153320312,239.0971221923828,237.3290557861328,235.74081420898438,227.75958251953125,232.54432678222656,232.21469116210938,232.9638671875,227.3800048828125,227.64999389648438,232.6199951171875,236.8699951171875,241.52999877929688,244.60000610351562,244.47000122070312,244.8699951171875,245.8300018310547,245.5500030517578,247.10000610351562,247.0399932861328,240.36000061035156,237.3000030517578,241.83999633789062,238.02999877929688,235.92999267578125,235.74000549316406,235.3300018310547,239.07000732421875,227.47999572753906,220.83999633789062,216.97999572753906,209.67999267578125,213.49000549316406,214.0,212.69000244140625,215.24000549316406,214.10000610351562,218.27000427246094,220.72999572753906,223.75,221.52999877929688,223.85000610351562,217.89999389648438
AMGN,257.2020568847656,259.12652587890625,256.517578125,259.95977783203125,262.092529296875,260.12841796875,268.0246276855469,264.95941162109375,266.7846374511719,267.2707214355469,269.9292297363281,272.60760498046875,271.24859619140625,275.65301513671875,273.2127380371094,280.682373046875,278.0535888671875,279.42254638671875,281.7437744140625,283.132568359375,286.5549011230469,286.7037048339844,305.3431396484375,295.3935241699219,291.1875,292.427490234375,294.2825012207031,292.6953125,294.5899963378906,291.1600036621094,292.79998779296875,294.2699890136719,297.92999267578125,303.010009765625,309.7200012207031,315.6300048828125,306.3800048828125,305.82000732421875,308.05999755859375,310.7799987792969,312.19000244140625,316.57000732421875,317.82000732421875,324.8599853515625,327.3599853515625,318.8900146484375,312.5,312.6400146484375,313.7099914550781,317.1700134277344,318.6499938964844,315.75,315.0400085449219,316.0400085449219,314.3800048828125,306.8599853515625,305.7099914550781,305.7699890136719,306.95001220703125
AMZN,220.22000122070312,224.19000244140625,227.61000061035156,222.11000061035156,222.1300048828125,218.94000244140625,218.4600067138672,217.75999450683594,223.35000610351562,220.66000366210938,225.94000244140625,230.7100067138672,235.00999450683594,235.4199981689453,234.85000610351562,235.4199981689453,238.14999389648438,237.07000732421875,234.63999938964844,237.67999267578125,237.4199981689453,242.05999755859375,236.1699981689453,238.8300018310547,229.14999389648438,233.13999938964844,232.75999450683594,228.92999267578125,230.3699951171875,228.67999267578125,226.64999389648438,226.6300048828125,222.8800048828125,216.5800018310547,212.7100067138672,212.8000030517578,214.35000610351562,208.74000549316406,212.27999877929688,205.02000427246094,203.8000030517578,208.36000061035156,200.6999969482422,199.25,194.5399932861328,196.58999633789062,198.88999938964844,193.88999938964844,197.9499969482422,195.74000549316406,192.82000732421875,195.5399932861328,194.9499969482422,196.2100067138672,203.25999450683594,205.7100067138672,201.1300048828125,201.36000061035156,192.72000122070312
AXP,296.7448425292969,302.0771484375,300.8811340332031,301.0206604003906,301.8479309082031,292.3294982910156,296.0372009277344,299.36614990234375,311.2865905761719,310.4493713378906,311.5257873535156,316.8979797363281,321.1837158203125,324.791748046875,320.2767333984375,315.373046875,315.990966796875,314.2068786621094,317.8946533203125,316.3996276855469,315.482666015625,314.78497314453125,319.46942138671875,319.0906677246094,315.72186279296875,309.2333984375,308.5456848144531,305.38616943359375,306.4825439453125,310.0108337402344,311.8148498535156,308.89453125,302.85455322265625,294.4225769042969,294.5521545410156,292.369384765625,295.1202697753906,293.2265625,299.96417236328125,294.51226806640625,282.53204345703125,283.23968505859375,274.72796630859375,272.3059997558594,260.4553527832031,254.54495239257812,259.88720703125,255.58151245117188,264.7510681152344,263.5052185058594,261.8507080078125,269.75445556640625,269.9338684082031,269.61492919921875,276.9405822753906,278.35589599609375,275.0867614746094,271.11993408203125,264.6015930175781
BA,171.8699951171875,169.89999389648438,170.77999877929688,172.50999450683594,171.75999450683594,172.0,170.57000732421875,167.02000427246094,166.1999969482422,168.92999267578125,171.08999633789062,175.55999755859375,174.8000030517578,178.5,176.05999755859375,175.16000366210938,177.77999877929688,173.66000366210938,179.52999877929688,176.52000427246094,175.8699951171875,176.22999572753906,181.83999633789062,184.8000030517578,181.49000549316406,180.5500030517578,180.44000244140625,186.25,185.44000244140625,184.4199981689453,184.97000122070312,186.14999389648438,180.8800048828125,177.14999389648438,179.91000366210938,178.27000427246094,173.0399932861328,173.8300018310547,174.6300048828125,170.05999755859375,158.89999389648438,163.16000366210938,158.42999267578125,154.17999267578125,148.14999389648438,154.05999755859375,158.8000030517578,159.32000732421875,161.80999755859375,161.85000610351562,161.57000732421875,172.6199951171875,172.8300018310547,178.11000061035156,180.89999389648438,182.58999633789062,178.5500030517578,179.11000061035156,173.30999755859375
CAT,356.7381896972656,360.724365234375,361.1308898925781,359.9410095214844,358.02728271484375,348.0421142578125,359.4452209472656,368.43878173828125,371.7308349609375,377.34307861328125,382.7669982910156,396.45111083984375,395.7046813964844,404.45257568359375,405.67669677734375,393.0873107910156,388.4197998046875,391.345703125,373.18316650390625,369.6601257324219,359.8175048828125,360.2156066894531,357.1304626464844,363.6988220214844,362.1363525390625,361.4794921875,360.4942626953125,350.35308837890625,352.005126953125,351.626953125,352.3036804199219,351.3084716796875,347.4769287109375,338.41058349609375,337.29595947265625,340.7194519042969,340.9383850097656,338.3707580566406,342.3018493652344,330.44891357421875,325.18426513671875,336.86798095703125,339.3759460449219,348.62139892578125,343.5557861328125,338.141845703125,336.5097351074219,331.71282958984375,338.01251220703125,340.9981384277344,335.0965270996094,336.99737548828125,334.63873291015625,334.1709899902344,340.03277587890625,340.97821044921875,339.4754333496094,337.6741027832031,328.11016845703125
CRM,330.1412658691406,332.37774658203125,330.011474609375,324.4202575683594,326.38714599609375,317.35137939453125,318.5694580078125,323.0324401855469,320.6561584472656,319.49798583984375,324.05084228515625,326.3272399902344,332.0981750488281,334.1349792480469,333.356201171875,346.55548095703125,359.38531494140625,353.44464111328125,343.031005859375,341.1639404296875,338.7077941894531,343.6001281738281,347.3841552734375,330.291015625,325.3188171386719,326.68670654296875,323.8910827636719,325.6083679199219,329.3325500488281,326.0277404785156,328.44390869140625,324.0208740234375,317.9304504394531,309.31396484375,307.8363037109375,305.400146484375,306.84783935546875,294.4373474121094,297.38275146484375,292.6002502441406,286.88922119140625,291.511962890625,285.6012268066406,282.44622802734375,272.47186279296875,276.6153564453125,284.133544921875,271.3136901855469,278.961669921875,280.3095703125,278.2927551269531,278.95172119140625,278.5922546386719,280.17974853515625,285.5113830566406,288.1572265625,280.5491638183594,277.3741760253906,269.5464782714844
CSCO,58.310691833496094,58.46963119506836,58.38022994995117,58.53916931152344,58.807376861572266,58.35042953491211,58.37029266357422,58.93651580810547,59.58220291137695,59.42326354980469,59.830543518066406,60.625240325927734,61.22126007080078,61.81727981567383,61.81727981567383,58.688175201416016,59.035850524902344,59.15505599975586,60.06895446777344,60.198089599609375,60.63517379760742,60.93318557739258,62.155025482177734,61.857017517089844,61.857017517089844,62.393436431884766,62.01595687866211,62.115291595458984,63.416603088378906,64.43977355957031,64.16162872314453,64.40996551513672,64.24109649658203,63.5556755065918,62.82058334350586,63.84375,63.65501403808594,63.386802673339844,63.684814453125,63.058990478515625,62.840450286865234,63.53580856323242,62.98945617675781,63.51593780517578,61.64841079711914,60.26762390136719,60.05902099609375,59.27425765991211,60.0987548828125,60.486167907714844,59.900081634521484,60.71464157104492,60.21795654296875,59.900081634521484,60.56563949584961,60.585506439208984,61.390132904052734,60.9927864074707,60.45636749267578
CVX,145.10060119628906,146.22808837890625,145.64454650878906,147.94898986816406,148.65121459960938,151.46005249023438,153.64581298828125,155.17880249023438,156.59312438964844,157.63160705566406,159.69866943359375,156.50411987304688,154.69418334960938,154.29856872558594,153.94252014160156,155.50518798828125,154.4963836669922,153.98208618164062,154.6051788330078,147.5533905029297,147.7017364501953,151.5391845703125,151.31170654296875,150.23365783691406,150.9457550048828,154.0612030029297,155.712890625,153.20074462890625,154.1699981689453,155.33999633789062,156.16000366210938,157.22999572753906,158.7899932861328,156.9199981689453,157.88999938964844,156.4199981689453,155.13999938964844,156.6699981689453,158.6199951171875,153.08999633789062,152.0,150.80999755859375,152.9499969482422,156.33999633789062,157.57000732421875,154.0800018310547,152.6699981689453,153.61000061035156,157.02000427246094,158.72000122070312,160.80999755859375,164.0500030517578,164.77000427246094,164.75,165.02000427246094,165.94000244140625,167.97000122070312,166.64999389648438,166.08999633789062
DIS,110.81999969482422,111.16000366210938,111.05000305175781,111.38999938964844,109.76000213623047,108.6500015258789,108.08000183105469,108.12000274658203,108.18000030517578,106.45999908447266,107.0199966430664,108.69999694824219,108.80999755859375,111.04000091552734,112.16000366210938,113.33999633789062,112.13999938964844,113.19000244140625,113.43000030517578,113.05999755859375,114.0,113.30000305175781,110.54000091552734,112.08999633789062,110.86000061035156,109.27999877929688,109.0199966430664,109.2300033569336,109.58999633789062,110.37999725341797,109.55999755859375,111.3499984741211,110.55000305175781,108.66000366210938,111.19999694824219,110.52999877929688,111.83000183105469,111.30999755859375,113.80000305175781,112.79000091552734,109.01000213623047,109.30999755859375,105.43000030517578,105.51000213623047,103.08000183105469,97.9000015258789,98.76000213623047,96.87000274658203,98.63999938964844,99.36000061035156,99.3499984741211,100.29000091552734,98.86000061035156,99.45999908447266,100.18000030517578,101.61000061035156,100.77999877929688,100.44999694824219,98.06999969482422
GS,572.1329345703125,577.2675170898438,580.511474609375,577.257568359375,577.1580810546875,557.2368774414062,560.1723022460938,568.7099609375,602.9302368164062,609.9653930664062,622.8515014648438,631.6080322265625,629.6079711914062,636.3446044921875,633.7574462890625,630.1553344726562,634.6529541015625,634.2350463867188,642.5139770507812,637.2401733398438,629.249755859375,631.0508422851562,642.2652587890625,654.97216796875,652.6636962890625,647.3201904296875,644.04638671875,645.7977294921875,645.7479858398438,657.2907104492188,668.873291015625,664.853271484375,639.0910034179688,622.5131225585938,623.050537109375,611.8759155273438,614.7218017578125,605.0,622.2899780273438,605.260009765625,581.1400146484375,593.0700073242188,567.6699829101562,559.6699829101562,531.6599731445312,531.4299926757812,535.7100219726562,524.8099975585938,541.4099731445312,551.3400268554688,551.780029296875,557.3400268554688,562.6799926757812,565.1400146484375,580.0999755859375,585.9400024414062,573.9199829101562,558.9199829101562,543.1199951171875
HD,386.0103454589844,386.7257995605469,386.91461181640625,381.8070373535156,384.75830078125,387.43133544921875,386.7257995605469,390.3031005859375,403.5291748046875,406.74871826171875,406.7984313964844,415.7913513183594,407.5138854980469,411.77685546875,411.8861389160156,422.19073486328125,416.1888122558594,410.8129577636719,411.8861389160156,409.3820495605469,406.1823425292969,408.8951110839844,411.21044921875,411.54827880859375,404.80108642578125,411.37933349609375,413.7344055175781,404.57257080078125,409.8291931152344,406.91766357421875,400.7666931152344,392.9364013671875,392.1513977050781,382.8702697753906,380.0084533691406,390.8099060058594,388.0176086425781,387.8089294433594,394.0990295410156,387.23260498046875,379.2731018066406,383.9136657714844,379.32281494140625,374.4238586425781,372.2874450683594,365.83837890625,362.42999267578125,347.25,351.30999755859375,354.1300048828125,349.57000732421875,353.4200134277344,355.5199890136719,351.1499938964844,363.7699890136719,360.989990234375,362.1300048828125,362.7300109863281,358.1499938964844
HON,224.31947326660156,225.31414794921875,220.55958557128906,219.45550537109375,218.99794006347656,217.0284881591797,217.9336395263672,217.3368377685547,218.3712921142578,221.50453186035156,221.39511108398438,223.8718719482422,221.9023895263672,224.45872497558594,220.330810546875,224.50845336914062,219.52511596679688,219.87326049804688,222.8672332763672,222.529052734375,221.2260284423828,222.35995483398438,221.16635131835938,208.7030487060547,204.42593383789062,207.40997314453125,205.83837890625,203.91864013671875,204.17726135253906,201.67068481445312,206.93251037597656,209.68777465820312,210.2248992919922,210.81175231933594,208.79257202148438,210.87142944335938,210.2050018310547,211.13999938964844,212.88999938964844,212.02000427246094,208.0,209.6199951171875,211.25999450683594,214.52000427246094,213.82000732421875,208.58999633789062,206.35000610351562,206.69000244140625,209.47000122070312,210.4199981689453,209.74000549316406,208.64999389648438,210.88999938964844,210.1199951171875,211.85000610351562,212.1199951171875,213.1199951171875,214.1699981689453,210.33999633789062
IBM,217.04013061523438,219.71438598632812,219.73411560058594,221.00714111328125,220.23739624023438,216.85263061523438,214.5336151123047,214.87899780273438,217.12893676757812,219.72427368164062,221.826171875,221.30316162109375,220.31634521484375,223.05967712402344,221.8360595703125,221.1748809814453,222.68470764160156,225.6155548095703,254.86473083496094,252.32862854003906,257.2923278808594,260.9731140136719,259.82843017578125,250.0984344482422,249.012939453125,247.62220764160156,253.01629638671875,254.11895751953125,257.47662353515625,259.55279541015625,261.33099365234375,262.5727233886719,262.98992919921875,259.7514953613281,260.1388854980469,256.046142578125,254.1487579345703,251.55601501464844,250.771240234375,248.53611755371094,251.53616333007812,249.68846130371094,247.04603576660156,259.81109619140625,255.20175170898438,247.30430603027344,247.97982788085938,244.17514038085938,246.70828247070312,251.29774475097656,245.31753540039062,250.62222290039062,241.71153259277344,242.2578887939453,246.8076171875,248.24803161621094,248.68511962890625,244.58242797851562,242.3870391845703
